Geneid	A2537	A0	A10^-5	A5x10-5	A10^-4	A10^-3	A2x10^-3	A5x10^-3	B2537	B0	B10^-5	B5x10-5	B10^-4	B10^-3	B2x10^-3	B5x10^-3	C2537	C0	C10^-5	C5x10-5	C10^-4	C10^-3	C2x10^-3	C5x10^-3
AS_IGR:(CDS,b0036,caiD,carnitinyl-CoA_dehydratase,cds34,-,785/CDS,b0037,caiC,putative_crotonobetaine2Fcarnitine-CoA_ligase,cds35,-,1553):+:1605:NC_000913.3	0	1	4	4	0	2	2	1	3	0	0	7	1	1	2	0	2	1	3	4	4	2	1	2
CDS:b0037:caiC:putative_crotonobetaine2Fcarnitine-CoA_ligase:cds35:-:1553:NC_000913.3	36	33	82	90	13	58	82	40	68	2	3	114	24	64	66	54	75	20	70	84	102	52	31	30
AS_CDS:b0037:caiC:putative_crotonobetaine2Fcarnitine-CoA_ligase:cds35:-:1553:NC_000913.3	7	28	19	39	16	19	26	19	26	4	1	53	15	52	24	17	24	14	30	23	19	37	24	22
IGR:(CDS,b0037,caiC,putative_crotonobetaine2Fcarnitine-CoA_ligase,cds35,-,1553/CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217):+:1269:NC_000913.3	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1
AS_IGR:(CDS,b0037,caiC,putative_crotonobetaine2Fcarnitine-CoA_ligase,cds35,-,1553/CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217):+:1269:NC_000913.3	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	2	2	1	1	1
CDS:b0038:caiB:crotonobetainyl_CoA:carnitine_CoA_transferase:cds36:-:1217:NC_000913.3	34	35	28	40	1	32	27	34	32	0	3	33	9	37	34	28	40	9	31	55	63	20	29	31
AS_CDS:b0038:caiB:crotonobetainyl_CoA:carnitine_CoA_transferase:cds36:-:1217:NC_000913.3	3	2	2	2	1	1	3	4	8	0	1	6	2	3	2	7	7	0	8	12	12	3	1	8
IGR:(CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217/CDS,b0039,caiA,crotonobetaine_reductase_subunit_II2C_FAD-binding,cds37,-,1142):+:1194:NC_000913.3	0	0	4	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	1	2	0	0	2	1
AS_IGR:(CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217/CDS,b0039,caiA,crotonobetaine_reductase_subunit_II2C_FAD-binding,cds37,-,1142):+:1194:NC_000913.3	2	2	4	6	0	10	13	6	3	1	0	6	2	7	5	4	7	2	5	10	7	5	4	6
CDS:b0039:caiA:crotonobetaine_reductase_subunit_II2C_FAD-binding:cds37:-:1142:NC_000913.3	36	83	94	121	10	91	105	97	58	19	10	106	25	109	82	113	90	60	151	139	108	79	55	49
AS_CDS:b0039:caiA:crotonobetaine_reductase_subunit_II2C_FAD-binding:cds37:-:1142:NC_000913.3	2	8	8	14	1	9	3	8	11	0	0	8	1	6	4	11	15	7	12	18	10	6	8	3
CDS:b0040:caiT:putative_transporter:cds38:-:1514:NC_000913.3	17	3	15	16	2	6	19	9	10	4	1	18	3	16	26	20	19	8	16	20	19	13	7	7
AS_CDS:b0040:caiT:putative_transporter:cds38:-:1514:NC_000913.3	2	16	14	17	5	14	12	7	7	6	0	21	7	22	7	12	18	10	15	11	13	8	12	10
IGR:(CDS,b0040,caiT,putative_transporter,cds38,-,1514/CDS,b0041,fixA,anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit,cds39,+,770):+:822:NC_000913.3	0	3	7	3	0	0	1	2	2	0	0	1	4	5	3	4	5	2	2	5	3	0	2	4
AS_IGR:(CDS,b0040,caiT,putative_transporter,cds38,-,1514/CDS,b0041,fixA,anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit,cds39,+,770):+:822:NC_000913.3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
CDS:b0041:fixA:anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit:cds39:+:770:NC_000913.3	4	14	9	9	0	11	4	2	4	0	0	18	11	10	11	11	7	3	8	7	10	2	7	10
AS_CDS:b0041:fixA:anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit:cds39:+:770:NC_000913.3	1	8	0	3	2	1	3	2	1	1	0	3	1	5	5	5	2	1	4	0	3	4	1	0
CDS:b0042:fixB:putative_electron_transfer_flavoprotein2C_NAD2FFAD-binding_domain_and_ETFP_adenine_nucleotide-binding_domain-like_protein:cds40:+:941:NC_000913.3	3	4	5	16	1	5	4	2	10	0	1	10	0	11	16	8	2	2	6	10	11	5	2	5
AS_CDS:b0042:fixB:putative_electron_transfer_flavoprotein2C_NAD2FFAD-binding_domain_and_ETFP_adenine_nucleotide-binding_domain-like_protein:cds40:+:941:NC_000913.3	1	1	3	3	0	3	1	2	4	0	1	4	0	9	10	2	3	0	3	6	3	2	4	1
CDS:b0043:fixC:putative_oxidoreductase:cds41:+:1286:NC_000913.3	3	3	14	7	1	9	9	10	6	0	0	5	2	7	6	6	3	0	12	9	19	4	6	4
AS_CDS:b0043:fixC:putative_oxidoreductase:cds41:+:1286:NC_000913.3	0	2	5	4	1	4	2	3	9	0	0	10	4	11	3	3	9	0	5	9	2	2	4	6
CDS:b0044:fixX:putative_4Fe-4S_ferredoxin-type_protein:cds42:+:287:NC_000913.3	0	3	1	3	0	1	2	4	1	0	1	1	1	6	1	1	0	0	3	1	6	0	1	0
AS_CDS:b0044:fixX:putative_4Fe-4S_ferredoxin-type_protein:cds42:+:287:NC_000913.3	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0
IGR:(CDS,b0044,fixX,putative_4Fe-4S_ferredoxin-type_protein,cds42,+,287/CDS,b0045,yaaU,putative_transporter,cds43,+,1331):+:1383:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b0044,fixX,putative_4Fe-4S_ferredoxin-type_protein,cds42,+,287/CDS,b0045,yaaU,putative_transporter,cds43,+,1331):+:1383:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0045:yaaU:putative_transporter:cds43:+:1331:NC_000913.3	13	22	24	20	9	31	27	23	15	5	4	21	12	26	31	18	20	24	17	19	27	16	11	11
AS_CDS:b0045:yaaU:putative_transporter:cds43:+:1331:NC_000913.3	4	9	12	8	2	6	7	4	5	5	1	16	0	2	8	3	7	8	6	4	7	6	7	6
IGR:(CDS,b0045,yaaU,putative_transporter,cds43,+,1331/CDS,b0046,kefF,potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent,cds44,+,530):+:582:NC_000913.3	9	4	2	5	1	7	11	12	25	0	1	10	4	8	8	8	21	1	4	5	6	7	11	15
AS_IGR:(CDS,b0045,yaaU,putative_transporter,cds43,+,1331/CDS,b0046,kefF,potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent,cds44,+,530):+:582:NC_000913.3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent:cds44:+:530:NC_000913.3	158	51	50	119	36	86	137	250	452	12	9	121	54	134	164	358	305	19	43	102	157	112	162	228
AS_CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent:cds44:+:530:NC_000913.3	2	6	1	9	3	1	6	1	11	0	0	2	2	4	4	6	4	1	1	4	4	7	2	1
CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3	141	89	135	189	29	139	190	198	219	37	22	168	48	202	186	225	283	56	92	129	232	158	106	155
AS_CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3	18	25	37	28	4	27	13	24	24	2	0	17	7	25	19	25	27	9	36	28	32	34	28	16
IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:531:NC_000913.3	37	16	23	45	6	43	35	31	69	7	13	32	12	45	55	42	39	13	21	39	26	37	20	35
AS_IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:531:NC_000913.3	1	0	1	6	0	4	1	3	1	0	0	3	2	3	4	4	2	0	0	2	5	1	1	0
CDS:b0048:folA:dihydrofolate_reductase:cds46:+:479:NC_000913.3	214	114	170	264	70	152	205	176	361	11	14	179	110	235	207	233	330	48	116	202	220	154	132	167
AS_CDS:b0048:folA:dihydrofolate_reductase:cds46:+:479:NC_000913.3	63	9	8	35	5	38	50	60	58	1	0	11	6	49	61	36	100	3	23	21	30	40	59	63
IGR:(CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479/CDS,b0049,apaH,diadenosine_tetraphosphatase,cds47,-,842):+:894:NC_000913.3	7	5	6	9	3	6	8	7	8	0	0	6	3	6	6	6	10	2	5	6	7	4	3	6
AS_IGR:(CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479/CDS,b0049,apaH,diadenosine_tetraphosphatase,cds47,-,842):+:894:NC_000913.3	6	1	1	3	0	4	5	7	5	0	0	2	0	5	5	3	7	0	1	2	3	4	6	7
CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3	453	83	102	154	43	291	366	424	519	3	8	148	48	310	359	437	622	21	112	125	215	278	376	517
AS_CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3	88	48	52	95	20	60	94	93	98	5	3	75	24	114	101	154	113	30	63	77	117	68	88	90
CDS:b0050:apaG:protein_associated_with_Co22B_and_Mg22B_efflux:cds48:-:377:NC_000913.3	711	145	204	423	112	657	939	1107	1043	13	13	282	183	670	766	771	1167	80	256	334	573	625	612	838
AS_CDS:b0050:apaG:protein_associated_with_Co22B_and_Mg22B_efflux:cds48:-:377:NC_000913.3	14	8	12	15	5	26	23	32	29	1	1	12	6	26	30	24	34	10	5	7	16	15	11	27
CDS:b0051:rsmA:16S_rRNA_m28629A15182C_m28629A1519_dimethyltransferase2C_SAM-dependent:cds49:-:821:NC_000913.3	876	276	463	729	180	861	1273	1258	1434	38	19	655	338	1029	1149	2023	1623	128	513	541	868	977	983	1095
AS_CDS:b0051:rsmA:16S_rRNA_m28629A15182C_m28629A1519_dimethyltransferase2C_SAM-dependent:cds49:-:821:NC_000913.3	21	11	15	40	16	25	31	25	26	4	5	24	13	47	31	52	37	18	24	18	25	31	33	22
CDS:b0052:pdxA:4-hydroxy-L-threonine_phosphate_dehydrogenase2C_NAD-dependent:cds50:-:989:NC_000913.3	514	637	708	1111	104	771	843	612	657	47	31	810	157	934	1033	657	912	228	768	820	1055	792	564	489
AS_CDS:b0052:pdxA:4-hydroxy-L-threonine_phosphate_dehydrogenase2C_NAD-dependent:cds50:-:989:NC_000913.3	7	26	21	34	2	24	31	30	22	0	4	29	8	23	25	19	19	14	25	31	31	20	15	12
CDS:b0053:surA:peptidyl-prolyl_cis-trans_isomerase_28PPIase29:cds51:-:1286:NC_000913.3	1708	2147	2523	3861	370	2106	2224	1996	2211	142	87	2678	619	2604	2690	1906	3220	652	2340	3121	3439	2079	1454	1476
AS_CDS:b0053:surA:peptidyl-prolyl_cis-trans_isomerase_28PPIase29:cds51:-:1286:NC_000913.3	30	53	56	87	18	75	48	47	52	12	2	62	26	71	62	60	77	24	77	65	75	50	24	40
IGR:(CDS,b0053,surA,peptidyl-prolyl_cis-trans_isomerase_28PPIase29,cds51,-,1286/CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE2C_beta-barrel_component,cds52,-,2354):+:2406:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b0053,surA,peptidyl-prolyl_cis-trans_isomerase_28PPIase29,cds51,-,1286/CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE2C_beta-barrel_component,cds52,-,2354):+:2406:NC_000913.3	2	2	2	4	0	3	3	2	3	0	0	3	1	3	3	2	4	1	2	3	4	2	2	2
CDS:b0054:lptD:LPS_assembly_OM_complex_LptDE2C_beta-barrel_component:cds52:-:2354:NC_000913.3	3401	2040	2817	4370	641	3518	4307	3779	4211	160	189	3486	1148	4334	4686	4105	5409	877	2421	3489	4771	3603	2981	3218
AS_CDS:b0054:lptD:LPS_assembly_OM_complex_LptDE2C_beta-barrel_component:cds52:-:2354:NC_000913.3	121	80	120	144	29	112	151	123	120	16	6	119	74	174	142	127	150	75	116	137	168	109	88	88
IGR:(CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE2C_beta-barrel_component,cds52,-,2354/CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds53,+,815):+:867:NC_000913.3	37	20	32	30	11	53	43	55	104	5	5	46	18	40	69	35	61	7	23	46	59	35	26	24
AS_IGR:(CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE2C_beta-barrel_component,cds52,-,2354/CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds53,+,815):+:867:NC_000913.3	334	141	236	329	138	314	443	370	728	26	34	478	286	406	589	609	745	89	180	392	465	377	332	343
CDS:b0055:djlA:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds53:+:815:NC_000913.3	194	265	329	394	62	303	311	218	303	36	30	350	124	408	397	249	300	97	244	303	321	317	196	208
AS_CDS:b0055:djlA:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds53:+:815:NC_000913.3	1	1	1	1	0	2	0	3	6	0	1	2	0	5	1	369	1	1	0	6	0	2	5	1
IGR:(CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds53,+,815/CDS,b4659,yabP,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds54,+,578):+:630:NC_000913.3	23	51	67	97	14	60	60	49	60	3	7	74	23	97	106	85	60	20	75	79	84	59	36	39
AS_IGR:(CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds53,+,815/CDS,b4659,yabP,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds54,+,578):+:630:NC_000913.3	6	9	3	3	0	7	3	1	5	0	1	7	3	4	6	2	8	7	5	6	2	8	5	0
CDS:b4659:yabP:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds54:+:578:NC_000913.3	71	102	124	215	16	95	83	72	109	25	18	175	33	127	145	120	127	79	115	128	132	80	75	57
AS_CDS:b4659:yabP:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds54:+:578:NC_000913.3	19	10	22	33	3	15	16	16	32	2	2	33	9	14	29	18	49	11	21	37	22	16	14	28
CDS:b4659:yabP:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds54:+:227:NC_000913.3	88	137	190	222	26	123	95	75	150	33	23	169	61	124	117	73	137	140	146	160	171	115	79	53
AS_CDS:b4659:yabP:membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein:cds54:+:227:NC_000913.3	260	36	46	127	23	219	229	270	558	16	3	167	46	234	414	171	458	21	45	92	198	366	257	388
IGR:(CDS,b4659,yabP,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds54,+,227/CDS,b0058,rluA,dual_specificity_23S_rRNA_pseudouridine28746292C_tRNA_pseudouridine283229_synthase2C_SAM-dependent,cds55,-,659):+:711:NC_000913.3	119	69	93	176	26	90	115	118	293	7	20	152	35	145	165	160	247	44	122	143	146	109	126	107
AS_IGR:(CDS,b4659,yabP,membrane-anchored_DnaK_co-chaperone2C_DNA-binding_protein,cds54,+,227/CDS,b0058,rluA,dual_specificity_23S_rRNA_pseudouridine28746292C_tRNA_pseudouridine283229_synthase2C_SAM-dependent,cds55,-,659):+:711:NC_000913.3	85	51	72	111	20	91	142	115	169	5	2	112	37	97	136	404	130	25	46	86	107	107	105	150
CDS:b0058:rluA:dual_specificity_23S_rRNA_pseudouridine28746292C_tRNA_pseudouridine283229_synthase2C_SAM-dependent:cds55:-:659:NC_000913.3	498	93	137	278	47	499	773	919	779	11	9	264	102	595	667	1013	757	51	139	222	404	617	650	1015
AS_CDS:b0058:rluA:dual_specificity_23S_rRNA_pseudouridine28746292C_tRNA_pseudouridine283229_synthase2C_SAM-dependent:cds55:-:659:NC_000913.3	31	26	34	40	7	32	34	30	53	6	4	40	13	40	52	132	54	20	34	40	40	27	27	26
CDS:b0059:rapA:RNA_polymerase_remodeling2Frecycling_factor_ATPase3B_RNA_polymerase-associated2C_ATP-dependent_RNA_translocase:cds56:-:2906:NC_000913.3	964	109	147	359	32	688	1133	1648	1424	8	4	337	66	847	997	1941	1672	34	160	273	592	1074	1218	1748
AS_CDS:b0059:rapA:RNA_polymerase_remodeling2Frecycling_factor_ATPase3B_RNA_polymerase-associated2C_ATP-dependent_RNA_translocase:cds56:-:2906:NC_000913.3	40	28	49	55	11	54	77	54	81	9	5	63	39	67	76	80	71	24	43	51	64	47	51	64
IGR:(CDS,b0059,rapA,RNA_polymerase_remodeling2Frecycling_factor_ATPase3B_RNA_polymerase-associated2C_ATP-dependent_RNA_translocase,cds56,-,2906/CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351):+:2403:NC_000913.3	16	0	5	12	2	8	9	17	33	0	2	22	0	26	13	12	20	2	8	13	13	8	14	20
AS_IGR:(CDS,b0059,rapA,RNA_polymerase_remodeling2Frecycling_factor_ATPase3B_RNA_polymerase-associated2C_ATP-dependent_RNA_translocase,cds56,-,2906/CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351):+:2403:NC_000913.3	435	57	102	180	16	263	329	500	842	14	8	330	59	346	419	337	793	27	80	169	312	307	398	569
CDS:b0060:polB:DNA_polymerase_II:cds57:-:2351:NC_000913.3	808	132	251	346	64	537	721	923	1155	18	21	453	156	612	668	1635	1140	74	232	402	553	660	692	981
AS_CDS:b0060:polB:DNA_polymerase_II:cds57:-:2351:NC_000913.3	37	17	38	48	3	38	37	50	35	7	3	55	25	65	41	79	51	14	33	52	53	46	51	44
IGR:(CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351/CDS,b0061,araD,L-ribulose-5-phosphate_4-epimerase,cds58,-,695):+:747:NC_000913.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1
AS_IGR:(CDS,b0060,polB,DNA_polymerase_II,cds57,-,2351/CDS,b0061,araD,L-ribulose-5-phosphate_4-epimerase,cds58,-,695):+:747:NC_000913.3	2	0	0	1	0	1	1	2	3	0	0	1	0	1	1	13	2	0	0	1	1	1	1	2
CDS:b0061:araD:L-ribulose-5-phosphate_4-epimerase:cds58:-:695:NC_000913.3	3	1	5	23	0	4	6	761	1	0	0	29	0	2	12	734	2	1	4	47	65	3	7	646
AS_CDS:b0061:araD:L-ribulose-5-phosphate_4-epimerase:cds58:-:695:NC_000913.3	2	1	2	10	1	3	2	273	2	2	0	26	0	3	5	257	6	1	3	23	47	8	5	198
IGR:(CDS,b0061,araD,L-ribulose-5-phosphate_4-epimerase,cds58,-,695/CDS,b0062,araA,L-arabinose_isomerase,cds59,-,1502):+:1554:NC_000913.3	3	12	18	11	6	8	12	9	5	1	0	7	2	10	11	144	10	7	11	4	9	10	8	8
AS_IGR:(CDS,b0061,araD,L-ribulose-5-phosphate_4-epimerase,cds58,-,695/CDS,b0062,araA,L-arabinose_isomerase,cds59,-,1502):+:1554:NC_000913.3	0	0	0	3	0	0	1	0	1	0	0	0	0	4	0	319	0	0	0	0	0	1	0	1
CDS:b0062:araA:L-arabinose_isomerase:cds59:-:1502:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AS_CDS:b0062:araA:L-arabinose_isomerase:cds59:-:1502:NC_000913.3	0	2	2	0	0	1	1	0	1	1	0	1	1	0	1	8	0	2	0	0	0	1	1	0
CDS:b0063:araB:L-ribulokinase:cds60:-:1700:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AS_CDS:b0063:araB:L-ribulokinase:cds60:-:1700:NC_000913.3	1	0	1	0	0	0	1	0	2	0	0	3	0	1	0	0	0	0	2	0	2	2	0	0
IGR:(CDS,b0063,araB,L-ribulokinase,cds60,-,1700/CDS,b0064,araC,ara_regulon_transcriptional_activator3B_autorepressor,cds61,+,878):+:930:NC_000913.3	29	419	629	652	316	233	189	366	66	76	35	519	318	296	267	117	68	431	471	593	548	181	115	215
AS_IGR:(CDS,b0063,araB,L-ribulokinase,cds60,-,1700/CDS,b0064,araC,ara_regulon_transcriptional_activator3B_autorepressor,cds61,+,878):+:930:NC_000913.3	5	6	12	10	1	6	6	34	11	3	0	15	12	23	8	10	6	5	8	21	20	16	8	16
CDS:b0064:araC:ara_regulon_transcriptional_activator3B_autorepressor:cds61:+:878:NC_000913.3	239	1452	2002	2433	741	859	684	1279	345	203	101	1680	877	1024	850	1277	463	1150	1671	2050	2145	594	433	829
AS_CDS:b0064:araC:ara_regulon_transcriptional_activator3B_autorepressor:cds61:+:878:NC_000913.3	4	3	11	15	3	10	8	12	6	2	0	11	9	12	12	20	11	8	6	6	9	19	5	8
IGR:(CDS,b0064,araC,ara_regulon_transcriptional_activator3B_autorepressor,cds61,+,878/CDS,b0065,yabI,DedA_family_inner_membrane_protein,cds62,+,764):+:816:NC_000913.3	25	63	74	89	32	37	33	36	56	9	3	81	41	37	36	25	41	41	72	73	93	28	32	29
AS_IGR:(CDS,b0064,araC,ara_regulon_transcriptional_activator3B_autorepressor,cds61,+,878/CDS,b0065,yabI,DedA_family_inner_membrane_protein,cds62,+,764):+:816:NC_000913.3	1	0	0	2	1	3	3	2	2	0	0	1	2	2	3	0	3	4	1	1	2	1	0	1
CDS:b0065:yabI:DedA_family_inner_membrane_protein:cds62:+:764:NC_000913.3	430	867	976	1334	280	609	508	593	591	57	41	1048	307	655	645	621	757	427	1043	1046	1216	491	432	543
AS_CDS:b0065:yabI:DedA_family_inner_membrane_protein:cds62:+:764:NC_000913.3	6	6	20	24	5	31	31	12	27	0	0	34	11	33	46	7	12	4	13	29	19	24	25	18
IGR:(CDS,b0065,yabI,DedA_family_inner_membrane_protein,cds62,+,764/CDS,b0066,thiQ,thiamine2C_thiamine_pyrophosphate_ABC_transporter_ATPase3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer,cds63,-,698):+:750:NC_000913.3	20	41	46	59	7	28	29	25	27	2	4	43	8	30	44	32	38	13	48	39	53	27	19	23
AS_IGR:(CDS,b0065,yabI,DedA_family_inner_membrane_protein,cds62,+,764/CDS,b0066,thiQ,thiamine2C_thiamine_pyrophosphate_ABC_transporter_ATPase3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer,cds63,-,698):+:750:NC_000913.3	3	3	5	7	1	9	14	2	6	0	0	12	2	9	14	4	3	1	4	6	5	7	8	6
CDS:b0066:thiQ:thiamine2C_thiamine_pyrophosphate_ABC_transporter_ATPase3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds63:-:698:NC_000913.3	11	7	18	17	2	24	30	21	10	2	2	9	2	45	53	27	15	1	12	12	23	32	29	9
AS_CDS:b0066:thiQ:thiamine2C_thiamine_pyrophosphate_ABC_transporter_ATPase3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds63:-:698:NC_000913.3	52	104	143	180	26	98	74	90	84	12	6	175	28	117	93	205	117	90	151	159	183	98	65	86
CDS:b0067:thiP:thiamine2C_thiamine_pyrophosphate_ABC_transporter_permease3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds64:-:1610:NC_000913.3	31	4	18	22	0	56	39	36	28	2	0	25	2	59	84	59	14	3	23	10	17	43	33	27
AS_CDS:b0067:thiP:thiamine2C_thiamine_pyrophosphate_ABC_transporter_permease3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds64:-:1610:NC_000913.3	11	11	18	18	9	8	5	13	9	2	5	19	7	15	14	10	8	9	8	23	4	12	20	5
CDS:b0068:thiB:thiamine-2C_thiamine_pyrophosphate-2C_thiamine_monophosphate-binding_ABC_transporter_periplasmic_protein3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds65:-:983:NC_000913.3	30	6	31	27	4	63	48	32	32	0	1	34	2	74	53	32	34	9	19	31	31	32	26	25
AS_CDS:b0068:thiB:thiamine-2C_thiamine_pyrophosphate-2C_thiamine_monophosphate-binding_ABC_transporter_periplasmic_protein3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer:cds65:-:983:NC_000913.3	23	9	26	41	13	16	25	28	45	14	10	41	19	23	17	31	34	15	4	16	51	11	26	26
IGR:(CDS,b0068,thiB,thiamine-2C_thiamine_pyrophosphate-2C_thiamine_monophosphate-binding_ABC_transporter_periplasmic_protein3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer,cds65,-,983/CDS,b0069,sgrR,transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA,cds66,-,1655):+:1707:NC_000913.3	0	0	2	0	0	0	0	2	0	0	0	0	1	2	1	3	0	0	0	2	2	1	0	2
AS_IGR:(CDS,b0068,thiB,thiamine-2C_thiamine_pyrophosphate-2C_thiamine_monophosphate-binding_ABC_transporter_periplasmic_protein3B_ThiBPQ_thiamine2C_thiamine_pyrophosphate_importer,cds65,-,983/CDS,b0069,sgrR,transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA,cds66,-,1655):+:1707:NC_000913.3	23	8	21	16	4	21	24	24	30	0	0	19	6	52	48	14	40	9	25	25	29	32	39	23
CDS:b0069:sgrR:transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA:cds66:-:1655:NC_000913.3	71	77	89	137	23	112	127	87	72	10	12	99	53	120	110	114	102	52	118	101	142	98	73	74
AS_CDS:b0069:sgrR:transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA:cds66:-:1655:NC_000913.3	10	4	19	15	10	17	16	10	17	2	2	19	8	28	31	26	15	15	10	26	14	13	15	14
IGR:(CDS,b0069,sgrR,transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA,cds66,-,1655/ncRNA,sgrS,rna1,+,226):+:228:NC_000913.3	1	4	6	6	6	4	3	3	5	3	1	9	6	3	3	1	3	6	6	6	6	5	4	1
AS_IGR:(CDS,b0069,sgrR,transcriptional_DNA-binding_transcriptional_activator_of_sgrS_sRNA,cds66,-,1655/ncRNA,sgrS,rna1,+,226):+:228:NC_000913.3	1	1	2	4	2	1	3	1	2	2	1	1	0	3	2	1	3	1	3	2	3	2	2	2
ncRNA:sgrS:rna1:+:226:NC_000913.3	387	874	1514	1571	1746	851	677	706	1189	883	416	2205	1644	864	647	227	400	1553	1600	1544	1635	1066	443	257
AS_ncRNA:sgrS:rna1:+:226:NC_000913.3	10	13	19	23	5	13	18	8	29	4	4	17	10	18	23	17	30	11	27	18	28	17	12	15
CDS:b4662:sgrT:inhibitor_of_glucose_uptake:cds67:+:131:NC_000913.3	310	684	1193	1225	1373	664	531	551	931	694	326	1738	1308	677	507	177	322	1228	1259	1211	1291	836	347	204
